"gene","M-F_log2ratio","pval","chr","human_ortholog"
"CYP26A1",-0.0327753310557018,0.687447372780377,"9","CYP26A1"
"LOC719936",-0.0327856589785239,0.673684032475879,"19","ZNF682"
"LOC697233",-0.032796327775994,0.647840684416764,"3","MLL5"
"APBB2",-0.0327969147969888,0.523301503029012,"5","APBB2"
"BCHE",-0.032801301975909,0.660453891975739,"2","BCHE"
"LOC705220",-0.0328088491193486,0.159015129506722,"4","HIST1H3A"
"ZAR1",-0.0328245500569004,0.196347192782854,"5","ZAR1"
"FOXO4",-0.0328331962679679,0.0698497763390715,"X",NA
"ARMC9",-0.03283567344471,0.505115837043606,"12","ARMC9"
"SYT12",-0.0328415363839247,0.0708834461275621,"14","SYT12"
"MMP9",-0.0328434358220694,0.545836785460079,"10","MMP9"
"PRADC1",-0.0328510160864139,0.352759160049746,"13","PRADC1"
"GNAZ",-0.0328843127807914,0.452127319909776,"10","GNAZ"
"LOC717916",-0.0328866197377496,0.169664837825,"15",NA
"DPYS",-0.032889675444936,0.438537570313916,"8","DPYS"
"LOC715194",-0.0329044896711679,0.532588477179852,"1",NA
"OSBPL8",-0.0329269855428393,0.590655608376502,"11","OSBPL8"
"ARMC2",-0.0329604777453741,0.225341943778711,"4","ARMC2"
"TOP1",-0.0329770794280905,0.329829230964173,"10","TOP1"
"GPR22",-0.0329957112114947,0.659677935358666,"3","GPR22"
"C13H2orf74",-0.0330000906821172,0.053884637100412,"13","C2orf74"
"ASXL1",-0.03301207289789,0.226106794154135,"10","ASXL1"
"ITGB3",-0.0330137702111787,0.167255275829892,"16","ITGB3"
"LOC720251",-0.0330144217451068,0.0389977932007498,"19","ZNF761"
"TAC3",-0.0330150167901706,0.595138820069614,"11","TAC3"
"RIPPLY1",-0.0330236888091692,0.132978183171292,"X","RIPPLY1"
"TAOK3",-0.0330334884527526,0.512764220376099,"11","TAOK3"
"LPA",-0.0330342126594046,0.425415250868434,"4","LPA"
"TMEM161B",-0.0330522381187098,0.650234927106182,"6","TMEM161B"
"CEP97",-0.0330674316555873,0.0081287034305757,"2","CEP97"
"E2F6",-0.033086289681293,0.230668668214224,"13","E2F6"
"ADAMTS8",-0.0330893693711254,0.418590173922584,"14","ADAMTS8"
"INTS6",-0.0330907373802945,0.630876798591449,"17","INTS6"
"LOC714824",-0.033122753063208,0.184883605574124,"13",NA
"EFHA2",-0.0331339790670322,0.640940480131687,"8","EFHA2"
"JAZF1",-0.0331344918813108,0.658005494259747,"3","JAZF1"
"LOC710786",-0.0331357205982493,0.505467289376762,"9",NA
"FNDC3B",-0.0331363193582678,0.533640945224529,"2","FNDC3B"
"SYT2",-0.0331530392136679,0.245060325910833,"1","SYT2"
"FCHSD2",-0.033165338812577,0.356727328816083,"14","FCHSD2"
"LOC719523",-0.0331673785686988,0.478912660647831,"19",NA
"NPPC",-0.0331766040012044,0.0928013725362392,"12","NPPC"
"BTC",-0.0331821364704729,0.584743487521044,"5","BTC"
"DCBLD1",-0.0332297039195698,0.562923226961248,"4","DCBLD1"
"SLA",-0.0332679045398127,0.735746091515133,"8","SLA"
"SCRN2",-0.0332814349823018,0.440788598652109,"16","SCRN2"
"ATP10A",-0.0332868176724179,0.456647496507097,"7","ATP10A"
"KDM2B",-0.0333110728058834,0.331850363799218,"11","KDM2B"
"TLR4",-0.0333129298378929,0.36681996968994,"15","TLR4"
"MAMU-DMB",-0.0333331147075637,0.513231151645164,"4","HLA-DMB"
"LOC100424562",-0.033339577107318,0.516702764894022,"8",NA
"SELE",-0.0333619634151744,0.109191959904836,"1","SELE"
"FUT5",-0.0333670778895374,0.413604403213661,"19","FUT5"
"LOC100425824",-0.0333696595799576,0.537658833524684,"4",NA
"ARHGAP5",-0.0333698655757759,0.731573883410582,"7","ARHGAP5"
"LIPC",-0.0333705982682917,0.135488344266019,"7","LIPC"
"ELOVL4",-0.0333718667208184,0.55917112280838,"4","ELOVL4"
"FZD8",-0.0333750733658539,0.726236349817212,"9","FZD8"
"SLC5A12",-0.0333823141889463,0.0547988187126276,"14","SLC5A12"
"CCDC142",-0.0333827746398458,0.131248237307569,"13","CCDC142"
"LILRA2",-0.0334113488165936,0.363550966731884,"19","LILRA2"
"PRKRIR",-0.0334539631567191,0.386557993529244,"X","PRKRIR"
"LYZ",-0.0334580109609474,0.47087193315112,"11","LYZ"
"IPMK",-0.0334696269734191,0.581654208136889,"9",NA
"LOC701572",-0.0334954844687232,0.731278603712147,"3","SAMD9L"
"HPS6",-0.0335262927808192,0.645310271126751,"9","HPS6"
"LOC707700",-0.0335327346775806,0.41939894253544,"X","FAM123B"
"GLOD4",-0.0335580476625298,0.701275031887603,"16","GLOD4"
"ART5",-0.0335911759284321,0.0817631705624229,"14","ART5"
"HHIP",-0.0336238872945682,0.566613302311425,"5","HHIP"
"NOX3",-0.0336300456566836,0.0670601564071532,"4","NOX3"
"CD74",-0.0336388375070055,0.525940762059918,"6","CD74"
"LOC693866",-0.0336404495593411,0.571495769927226,"3","NRIP1"
"LOC718484",-0.0336712094482132,0.451232692319923,"19","CABP5"
"EML5",-0.0336886336003101,0.42493409825358,"7","EML5"
"PHF19",-0.0336924897501097,0.181147764405593,"15","PHF19"
"LOC713904",-0.0336958870143645,0.489045718055997,"4",NA
"KPNB1",-0.0337159367042185,0.152031286831835,"16","KPNB1"
"LOC100424540",-0.0337473722361024,0.511695584021901,"1",NA
"MRE11A",-0.0337510007555762,0.448162625799837,"14","MRE11A"
"TOR1AIP2",-0.0337967323876394,0.446578076348766,"1","TOR1AIP2"
"LOC714818",-0.0337995779950278,0.489742472328151,"1","HIST1H2BD"
"LOC717514",-0.0338129689835887,0.133150512013307,"16",NA
"RNF146",-0.0338132974617937,0.434689343086461,"4","RNF146"
"ESF1",-0.0338462349032045,0.37511066059529,"10","ESF1"
"NGDN",-0.0338472896406065,0.53249580841484,"7","NGDN"
"UBE2F",-0.0338498440409346,0.284197333188663,"12","UBE2F"
"TRIM17",-0.0338554311678591,0.102811831611556,"1","TRIM17"
"LRFN2",-0.03385627280336,0.573074460536791,"4","LRFN2"
"DUS4L",-0.0338590335992813,0.49594232820918,"3","DUS4L"
"PTPRZ1",-0.0338639472795441,0.581499003594044,"3","PTPRZ1"
"MAEL",-0.0338993920465067,0.291839355840037,"1","MAEL"
"BTBD16",-0.0339238959945732,0.0492829067287354,"9","BTBD16"
"COMMD6",-0.0339388616361411,0.637983474111701,"17",NA
"KIAA0232",-0.0339408127403429,0.482320266084568,"5","KIAA0232"
"GALNTL2",-0.0339483414304826,0.620042661964549,"2",NA
"CHST9",-0.0339567755753301,0.144177289087124,"18","CHST9"
"TET1",-0.0339797150676527,0.646803484841831,"9","TET1"
"DUSP9",-0.0339943235086273,0.341871663009071,"X","DUSP9"
"LDHA",-0.0339998505622754,0.464594056442556,"14","LDHA"
"OGN",-0.0340157408448665,0.612705645349021,"15","OGN"
"STX16",-0.034036673985673,0.508831913552003,"10","STX16"
"SLC25A21",-0.0340549445242798,0.567264915922849,"7","SLC25A21"
"KCNJ16",-0.0340685622369329,0.248960474877833,"16","KCNJ16"
"IFT80",-0.0340808810002781,0.512174103201788,"2","IFT80"
"LOC704029",-0.0341083094500178,0.367599326339324,"9",NA
"DAG1",-0.0341187270621179,0.272538913027998,"2","DAG1"
"LOC100427478",-0.0341356260220814,0.173567365410672,"3",NA
"TMEM41A",-0.0341402758931624,0.2303782171633,"2","TMEM41A"
"DSC2",-0.034140634735113,0.570758493303828,"18",NA
"SLC30A5",-0.0341440953430781,0.480519810601264,"6","SLC30A5"
"CD3D",-0.0341607813314542,0.206314119794711,"14","CD3D"
"LOC699119",-0.034161328146007,0.565570836617871,"6","PRR16"
"UBN2",-0.0341860121760879,0.578442986679306,"3","UBN2"
"CD40",-0.0342605765294476,0.0465562320511331,"10","CD40"
"HPCA",-0.0342686413197548,0.240760256557045,"1","HPCA"
"LOC700686",-0.0343085535068896,0.640745192686353,"11","TWF1"
"USHBP1",-0.0343140575626645,0.0721594104785658,"19","USHBP1"
"SIRT1",-0.0343162061618327,0.550507773339578,"9","SIRT1"
"GPR85",-0.03434636718914,0.678809023211159,"3","GPR85"
"SLCO5A1",-0.0343527887873659,0.618399556085638,"8","SLCO5A1"
"ST18",-0.034408965247156,0.756365026294802,"8","ST18"
"PALMD",-0.0344098884191734,0.578500184166064,"1","PALMD"
"ASXL2",-0.0344263479822831,0.421104390634198,"13","ASXL2"
"MBNL1",-0.0344503951505779,0.594619843527047,"2","MBNL1"
"SOCS5",-0.0344646072383634,0.637137681815131,"13","SOCS5"
"HK2",-0.0344682756472716,0.18973392753908,"13","HK2"
"FGL2",-0.0344702056466193,0.0766507845178608,"3","FGL2"
"LOC714805",-0.0344940762678197,0.239236280823968,"19","ECSIT"
"PTGS2",-0.0344940825659266,0.34036118157725,"1","PTGS2"
"LOC711778",-0.0345068327393633,0.0741103210017457,"20","MYL10"
"SLC35E1",-0.0345179570880092,0.499847974358809,"19","SLC35E1"
"AZIN1",-0.034520391378368,0.592302597346527,"8","AZIN1"
"EPHX1",-0.0345399531467679,0.0817131204949875,"1","EPHX1"
"TSPAN7",-0.0345439722540954,0.418694134565326,"X","TSPAN7"
"ZDHHC13",-0.0345530239566506,0.550205345618621,"14","ZDHHC13"
"SETX",-0.0345764231658808,0.33620666168963,"15","SETX"
"SLC1A1",-0.0345875500339788,0.69111439907748,"15","SLC1A1"
"WNT16",-0.0346095529924196,0.181853762888273,"3","WNT16"
"LPAR5",-0.0346222087259346,0.493405366312392,"11","LPAR5"
"LOC706629",-0.0346355858901829,0.209752766927989,"19","GRIK5"
"TM6SF2",-0.0346402271587129,0.138170501592693,"19","TM6SF2"
"TFAP2D",-0.0346765605241076,0.642245383872652,"4","TFAP2D"
"SPTBN2",-0.0346932722655367,0.643765332163049,"14","SPTBN2"
"EFCAB6",-0.0347004192970062,0.233237582497348,"10","EFCAB6"
"AMPD2",-0.0347218122496438,0.423303594706872,"1","AMPD2"
"MID1",-0.0347420395255536,0.685836662748599,"X","MID1"
"ZNF568",-0.0347439426587017,0.104528709352567,"19","ZNF568"
"UNC93B1",-0.0347686497215079,0.315698276962352,"14","UNC93B1"
"LOC722205",-0.0347793865521631,0.39661043887587,"15","C9orf96"
"ZNF804A",-0.0347847530030211,0.547065247164741,"12","ZNF804A"
"KYNU",-0.0348244152523354,0.608186210895013,"12","KYNU"
"TSPAN13",-0.0348249148878344,0.467555595014741,"3","TSPAN13"
"ZNF235",-0.0348574907461695,0.558944358501864,"19","ZNF235"
"HTR1A",-0.0348586411305769,0.133742038137125,"6","HTR1A"
"PNPO",-0.0348652070097419,0.284802316835773,"16","PNPO"
"PCMTD1",-0.0348919884045667,0.586429293124646,"8","PCMTD1"
"SLC25A12",-0.0348943626065963,0.389138645051024,"12","SLC25A12"
"YAF2",-0.0348956038221777,0.434137909587097,"11","YAF2"
"SASH1",-0.0349035299192831,0.490533722345484,"4","SASH1"
"RGR",-0.0349164298980729,0.148652232822743,"9","RGR"
"LOC693954",-0.0349295932379777,0.676004445963601,"7",NA
"FBXO40",-0.0349612179332861,0.13435765145758,"2","FBXO40"
"HLTF",-0.0349787035221668,0.592744943816428,"2","HLTF"
"HMGCR",-0.0349940214381112,0.327509204198545,"6","HMGCR"
"LOC694135",-0.0349948469592153,0.0571820703324667,"4","ULBP3"
"LOC718145",-0.0350086488928144,0.370758952713057,"19",NA
"AP3S1",-0.0350599854612182,0.360714469606273,"6","AP3S1"
"BMX",-0.0350853281485244,0.0384132161012108,"X","BMX"
"EXOC8",-0.0351013059151034,0.459469605284346,"1","EXOC8"
"ZNF148",-0.0351105920170183,0.460444500261613,"2","ZNF148"
"MKKS",-0.0351117856645703,0.428953417943049,"10","MKKS"
"MOG",-0.0351181100789396,0.315207579965947,"4","MOG"
"CLIC6",-0.0351372230725284,0.587863114913666,"3","CLIC6"
"PLD2",-0.0351578849032874,0.127276178197818,"16","PLD2"
"SATB1",-0.0351721592423618,0.385302751006759,"2","SATB1"
"LOC100425522",-0.0351960804178946,0.596079037219884,"8",NA
"LOC713477",-0.0351976536484941,0.440994019863927,"X","YIPF6"
"FANCM",-0.0352097806999426,0.307513317237677,"7","FANCM"
"LOC723071",-0.0352105557791585,0.125511771274368,"6","LRRC14B"
"LOC100424656",-0.0352291907245317,0.730948642635505,"15",NA
"CCDC81",-0.0352362068973488,0.204691151712563,"14","CCDC81"
"NAT10",-0.0352781700260272,0.444483144156643,"14","NAT10"
"TMEM248",-0.0352826061805943,0.205765223578324,"3","TMEM248"
"MYC",-0.0352913714779427,0.547191328465593,"8","MYC"
"LOC100430066",-0.0353267244046416,0.0976940907559025,"14",NA
"FAM102A",-0.0353318815603143,0.399467744551143,"15","FAM102A"
"MFAP3",-0.0353326872407762,0.471003246912672,"6","MFAP3"
"DRP2",-0.0353350629229802,0.514387676240734,"X","DRP2"
"LOC716857",-0.0353361218904719,0.532606670420068,"16","USP32"
"RAB23",-0.0353398368984606,0.563762787395501,"4","RAB23"
"SEPT11",-0.0353493593125603,0.358222314120098,"5",NA
"LOC100430629",-0.0353613449018104,0.46252104080224,"9",NA
"LOC708585",-0.0353816204438363,0.477269852711465,"9","RNLS"
"THBS4",-0.0353994097259102,0.0806009137909458,"6","THBS4"
"RBL2",-0.0354010937701377,0.501113113610568,"20","RBL2"
"SPATA2L",-0.0354289230342567,0.717960130250814,"20","SPATA2L"
"LOC100427527",-0.0354424281956134,0.598887823708586,"8",NA
"IL1R2",-0.0354987863389124,0.488022215077353,"13","IL1R2"
"LOC718903",-0.0355023894862701,0.475377259598888,"16","SLC16A6"
"LOC703972",-0.0355235186221517,0.0272833125556911,"12","ASIC4"
"MFSD4",-0.0355260583817228,0.546867127137072,"1","MFSD4"
"ZNF697",-0.035532793460061,0.372870604673526,"1","ZNF697"
"LOC695427",-0.0355795120909801,0.0863582325503141,"4","HIST1H3A"
"TMEM220",-0.0356208030845751,0.108348692917582,"16","TMEM220"
"CHIC2",-0.035639182930883,0.111494613467246,"5","CHIC2"
"DCAF12",-0.0356428303023576,0.364120182733892,"15","DCAF12"
"KLHL34",-0.0356436778151218,0.191858362210587,"X","KLHL34"
"KIAA1161",-0.0356495394958106,0.0568911572146893,"15","KIAA1161"
"LOC710911",-0.035670945394341,0.635114232032823,"1","NENF"
"TMEM45B",-0.0356886862183839,0.0572301212877745,"14","TMEM45B"
"LOC700894",-0.0357270025367732,0.312950359713819,"1","DNAJC16"
"PLD5",-0.0357332281822018,0.603535506017834,"1","PLD5"
"LOC100426360",-0.0358042728152248,0.171217656356307,"8",NA
"TNPO1",-0.0358106781767062,0.431228582852324,"6","TNPO1"
"TOM1L2",-0.0358116988221642,0.452863660497725,"16","TOM1L2"
"ZNF549",-0.0358381755506728,0.443845787283709,"19","ZNF549"
"SPECC1",-0.0358463649409448,0.274991470987125,"16","SPECC1"
"PRPSAP1",-0.035870575224301,0.201843850414493,"16","PRPSAP1"
"MARCH9",-0.0358736535145915,0.418557804531806,"11","MARCH9"
"MTHFSD",-0.0358740753179994,0.400714606487054,"20","MTHFSD"
"TBC1D19",-0.0358757966077822,0.553468604641362,"5","TBC1D19"
"LOC722929",-0.0358939565248551,0.585526677539194,"4","TUBB2A"
"RAP2A",-0.0359138428348229,0.624458938866477,"17","RAP2A"
"DHRS4",-0.0359567460383814,0.349015159706506,"7","DHRS4"
"LOC716998",-0.0359644252574526,0.0686104231298353,"4","TNXB"
"C7H14orf79",-0.0359714135163266,0.425498717169493,"7","C14orf79"
"MSC",-0.0359844881008377,0.127418980252469,"8","MSC"
"ADH4",-0.0359855961741201,0.258627334464168,"5","ADH4"
"COX20",-0.0359870204010844,0.387557922732796,"1","COX20"
"MAP2",-0.0359949374683435,0.147755509201924,"12","MAP2"
"LOC695694",-0.0360028104066437,0.195021331765015,"10",NA
"LOC708293",-0.0360043932045783,0.573815459264895,"14",NA
"C2orf60",-0.0360058143943504,0.274720355983291,"12","TYW5"
"BOLA2",-0.036049577919122,0.354454575735653,"20","BOLA2"
"MAG",-0.0360553412075112,0.100235409469251,"19","MAG"
"SESN2",-0.0360754685864774,0.0452790303339186,"1","SESN2"
"JAKMIP1",-0.0360887802047365,0.647354066447543,"5","JAKMIP1"
"NCBP2",-0.0361219719726284,0.465955975499279,"2","NCBP2"
"LOC100424442",-0.0361225426144815,0.370632290672492,"19",NA
"IGF2BP1",-0.0361281486350408,0.704874623969675,"16","IGF2BP1"
"LOC721886",-0.036136430271783,0.631520591793276,"11","C12orf5"
"AKT3",-0.0361404305490314,0.262721046445117,"1","AKT3"
"ETF1",-0.0361708997071946,0.112421341036623,"6","ETF1"
"RAI14",-0.0361747413405836,0.459364789684529,"6","RAI14"
"LOC100430708",-0.0361976090619251,0.0429240086470761,"11","MMP17"
"HAPLN3",-0.0361981652744629,0.213969239653873,"7","HAPLN3"
"EDN1",-0.0362157986040328,0.500261581234898,"4","EDN1"
"C11H12orf35",-0.0362175998695427,0.462218936852387,"11","KIAA1551"
"BTBD10",-0.0362350750065447,0.530217291450387,"14","BTBD10"
"KCTD2",-0.0362382000061266,0.503351589045306,"16","KCTD2"
"LOC714068",-0.0362408664387328,0.555830892451813,"3","LTN1"
"USP53",-0.0362435422022479,0.338616583085803,"5","USP53"
"LOC717484",-0.0362481661420513,0.603617389966619,"12","MTERFD2"
"NKX2-1",-0.036268719220965,0.464120296733359,"7","NKX2-1"
"LRRC8D",-0.0362729260109033,0.216989791962578,"1","LRRC8D"
"RNF41",-0.0362897073013022,0.288627236633991,"11","RNF41"
"LOC100427448",-0.0363435366403428,0.632540214784709,"3",NA
"SH3D19",-0.0363634957878338,0.526002200583943,"5","SH3D19"
"CEP120",-0.0364142012573591,0.44570706808345,"6","CEP120"
"NRGN",-0.0364323913997513,0.478523824915353,"14","NRGN"
"TM7SF3",-0.0364406037381935,0.560064016850931,"11","TM7SF3"
"ARL15",-0.0364433324720752,0.401994085778862,"6","ARL15"
"CEP170",-0.036460806193758,0.600917108182914,"1","CEP170"
"DOCK9",-0.0364645797957982,0.648614221064919,"17","DOCK9"
"LOC696739",-0.0364685497544395,0.500422080212088,"18",NA
"LOC708314",-0.0364773160440386,0.598106422515165,"3","HDAC9"
"LOC696152",-0.0365280579098986,0.489594507246779,"9","KIF20B"
"KCTD3",-0.0365315098266008,0.479450844172016,"1","KCTD3"
"LOC693800",-0.036539862818913,0.0949657027096626,"18","C18orf42"
"LOC707467",-0.0365721878571019,0.355720383713542,"20","ASPHD1"
"ZNF546",-0.0365833221592156,0.66623810156251,"19","ZNF546"
"LOC714800",-0.0366110652822248,0.226070070829732,"15","DDX31"
"SRSF11",-0.0366122106967496,0.49722852516913,"1","SRSF11"
"SCRG1",-0.0366126563159511,0.7527208488898,"5","SCRG1"
"LOC714631",-0.0366135294530463,0.131259845736134,"X",NA
"KLF9",-0.0366163856259214,0.664292599094518,"15","KLF9"
"CBX7",-0.0366341371124157,0.25081732167044,"10","CBX7"
"GCC1",-0.0366364838077001,0.140908805115697,"3","GCC1"
"ADCK2",-0.0366685338799707,0.564638600626222,"3","ADCK2"
"OAF",-0.0366840893244617,0.103737537849937,"14","OAF"
"LOC721833",-0.0366863654619436,0.0429970014272288,"15","SOHLH1"
"AGBL1",-0.0367175749050057,0.085813350120561,"7","AGBL1"
"DDX56",-0.036728151615485,0.203479095964477,"3","DDX56"
"GDAP1L1",-0.036777650144083,0.660339347971026,"10","GDAP1L1"
"ATAT1",-0.0367940786042934,0.674722007352996,"4",NA
"PDS5B",-0.0367971433585665,0.685864331848617,"17","PDS5B"
"SPSB1",-0.0368094068705644,0.259336227228912,"1","SPSB1"
"LOC708827",-0.0368507051098916,0.545739156398617,"3","FKBP9"
"SEH1L",-0.036872595222666,0.392510954343877,"18","SEH1L"
"EXPH5",-0.0368781297318908,0.631968036124005,"14","EXPH5"
"NDUFS1",-0.0368872074129701,0.45940379245075,"12","NDUFS1"
"IQSEC1",-0.0369022615061155,0.251814428367465,"2","IQSEC1"
"LOC100424049",-0.036902969790012,0.427233048748164,"2",NA
"CMTM2",-0.0369129136774476,0.165030804043158,"20","CMTM2"
"JMJD1C",-0.0369129575062885,0.588153286414082,"9","JMJD1C"
"LOC714427",-0.0369492994734936,0.588147206945509,"1","FAM129A"
"LOC100426484",-0.0369541275790044,0.575514806522082,"11",NA
"CISD1",-0.036971976560563,0.319352524102201,"9","CISD1"
"LOC702028",-0.0370008105829245,0.576668514122042,"12","D2HGDH"
"SCHIP1",-0.0370165510066017,0.300426924205451,"2","SCHIP1"
"LOC721131",-0.0370617092923075,0.159944621337086,"19","PRTN3"
"LOC703950",-0.0370716694193097,0.35503755847419,"6","SLIT3"
"ZNF770",-0.0370875033639922,0.465970844808114,"7","ZNF770"
"SLC25A41",-0.0371223157286702,0.243083707227082,"19","SLC25A41"
"MED31",-0.0371244997515308,0.417850390346939,"16","MED31"
"ANKRD28",-0.0371307098210827,0.404842262777698,"2","ANKRD28"
"RCC1",-0.0371503277910851,0.0916837362549785,"1",NA
"RPS27L",-0.0371779531499637,0.479268362236287,"7",NA
"HIST1H1B",-0.0371840129191908,0.101520361501965,"4","HIST1H1B"
"SHCBP1",-0.0371981391421944,0.679274194657472,"20","SHCBP1"
"LOC100429782",-0.0372031587171595,0.331763419251427,"10",NA
"GPRASP2",-0.037204138814697,0.37471929865714,"X","ARMCX5-GPRASP2"
"WNT3",-0.0372186257895849,0.751413659471369,"16","WNT3"
"KLF11",-0.0372307849889157,0.397099873561786,"13","KLF11"
"C8H8orf37",-0.037248231601373,0.605408045709915,"8","C8orf37"
"GABRR1",-0.0372600587553116,0.0549556598764543,"4","GABRR1"
"LOC712600",-0.0372685219750944,0.65111577071344,"4",NA
"DNAL1",-0.0373054527417414,0.502269407242854,"7","DNAL1"
"ZBTB43",-0.0373591695658832,0.248771265334293,"15","ZBTB43"
"PTN",-0.03738552936488,0.605074778747875,"3","PTN"
"BST2",-0.0374243304955509,0.197481419546917,"19","BST2"
"DHX37",-0.0374280428698344,0.26322557149906,"11","DHX37"
"UQCRQ",-0.0374333754001462,0.552319436503465,"6","UQCRQ"
"RASGRP1",-0.037468787306075,0.608320911750682,"7","RASGRP1"
"EXOSC10",-0.0374756878674962,0.425925823377707,"1","EXOSC10"
"HSPB2",-0.0374779407703358,0.0618786557935933,"14","HSPB2"
"ZNF436",-0.0374813280856928,0.49533220696041,"1","ZNF436"
"CNKSR3",-0.0374948295663043,0.644957849316878,"4","CNKSR3"
"QSER1",-0.0375116210310246,0.558363074319786,"14","QSER1"
"LOC710695",-0.0375170592148553,0.608203002218759,"1","MARK1"
"LOC716586",-0.0375252336396592,0.130352037352169,"20","LONP2"
"HECW1",-0.0375786150542747,0.142240007918081,"3","HECW1"
"THEMIS2",-0.0375836208517341,0.150996508399454,"1","THEMIS2"
"LOC715145",-0.0375952468570637,0.643313547979791,"9","SFR1"
"GPR161",-0.0376227349726179,0.564785308944938,"1","GPR161"
"SLC30A10",-0.0376495428497267,0.615585333874172,"1","SLC30A10"
"GALNT1",-0.0377075216248274,0.313776834867807,"18","GALNT1"
"ZNF780B",-0.0377088419633328,0.0431901539159889,"19","ZNF780B"
"LOC697203",-0.0377149578277649,0.415717974588335,"14","LOC100506127"
"DIEXF",-0.0377159163563525,0.516802970391293,"1","DIEXF"
"SMAD5",-0.0377212138654449,0.696960508875119,"6","SMAD5"
"ARPP21",-0.037734620720985,0.767222869120681,"2","ARPP21"
"ARHGEF28",-0.0377527504005939,0.289837224176396,"6","ARHGEF28"
"BIRC3",-0.0377542681725903,0.126253825769469,"14","BIRC3"
"DDX50",-0.037770195915909,0.339756897283987,"9","DDX50"
"GTF2H1",-0.0377887786945318,0.215511206718846,"14",NA
"PACSIN3",-0.0377946682352084,0.136716119571457,"14","PACSIN3"
"ARMCX3",-0.0378145384488795,0.252357922290362,"X","ARMCX3"
"GMPS",-0.0378175573017627,0.497791853367293,"2","GMPS"
"LOC100430361",-0.0378443148381983,0.620324268295394,"7",NA
"DOCK4",-0.0378728115740337,0.59200071503109,"3","DOCK4"
"NAB2",-0.0378783687771422,0.161818378742379,"11","NAB2"
