"gene","M-F_log2ratio","pval","chr","human_ortholog"
"LOC716567",-0.0276727299083983,0.0779100262069422,"3","GALNTL5"
"C5H4orf51",-0.027675063940488,0.465038603511496,"5","C4orf51"
"WBP1L",-0.0276793032591963,0.213538476345144,"9","WBP1L"
"DNPEP",-0.0276978643147798,0.723270861672678,"12","DNPEP"
"DRAM1",-0.027700655717166,0.275959293118894,"11","DRAM1"
"LOC697570",-0.0277026238366237,0.449183882955858,"15",NA
"EMC6",-0.0277199261029324,0.505426780861715,"16","EMC6"
"LOC100426141",-0.0277439801650373,0.361256879366126,"13",NA
"LOC100424198",-0.027750900878124,0.583876031003871,"14",NA
"EIF2B3",-0.02776025012305,0.681341185821248,"1","EIF2B3"
"GUCY1B3",-0.027822945673082,0.642579715616253,"5","GUCY1B3"
"LOC715820",-0.0278254582920748,0.685924829874327,"2","PLOD2"
"BMP2",-0.0278359672210101,0.651074518151354,"10","BMP2"
"PRPF40B",-0.0278451380404597,0.250068963246816,"11","PRPF40B"
"C1QL3",-0.0278491628725926,0.676940231803327,"9","C1QL3"
"TRAM1L1",-0.0278525864047,0.754758808712319,"5","TRAM1L1"
"DUSP19",-0.027855099948689,0.461751526817115,"12","DUSP19"
"CCT4",-0.0278670183621904,0.563031233168005,"13","CCT4"
"TREX1",-0.0278699661995295,0.292961162501507,"X","TREX2"
"SPATA24",-0.0278829454799404,0.25671203934736,"6","SPATA24"
"MAX",-0.0278850165737673,0.373670362998543,"7","MAX"
"ZNF185",-0.0278988213585836,0.483919868512518,"X","ZNF185"
"TRIP12",-0.0279006847356178,0.521166396699634,"12",NA
"SULF1",-0.0279142115694974,0.763822787351175,"8","SULF1"
"LOC717531",-0.02791655422013,0.65025928012105,"15","CERCAM"
"LRP1",-0.0279318157660073,0.540835697418889,"11",NA
"CASKIN2",-0.0279729196655504,0.197703163382899,"16","CASKIN2"
"DPY19L4",-0.027978926565625,0.678288043164982,"8","DPY19L4"
"LOC720613",-0.0279995522563309,0.192807206835957,"10","PANX2"
"LOC715973",-0.0280401689693944,0.187581961974027,"10","VSX1"
"MYRIP",-0.0280717314504959,0.72323573973882,"2",NA
"RAP1GDS1",-0.0280763082567055,0.669107569492741,"5","RAP1GDS1"
"CAMK2N1",-0.0281146991196068,0.637991758046496,"1","CAMK2N1"
"ST6GALNAC1",-0.0281158950271079,0.21080908652295,"16","ST6GALNAC1"
"SYCP3",-0.0281203408774539,0.563396109321459,"11","SYCP3"
"BZRAP1",-0.0281208401305667,0.490289017292734,"16","BZRAP1"
"STAT2",-0.0281248655367372,0.575655391563561,"11","STAT2"
"KIAA1486",-0.0281393686933584,0.420709229815911,"12","NYAP2"
"ANGPT2",-0.0281414927071748,0.674700441678893,"8","ANGPT2"
"TRIM29",-0.0281474731792527,0.184626940913785,"14","TRIM29"
"OTUB2",-0.0281531967141904,0.210440426275483,"7","OTUB2"
"LOC706801",-0.0281914023693164,0.524450616173364,"X",NA
"FAM81A",-0.0281975319190892,0.671161247880523,"7","FAM81A"
"HS6ST2",-0.0282278805969352,0.685716115824085,"X","HS6ST2"
"KIF3A",-0.028228475991114,0.589931319149614,"6","KIF3A"
"FBXL14",-0.0282309515305404,0.254219302431311,"11","FBXL14"
"KRT12",-0.0282321009580844,0.122061055535198,"16","KRT12"
"DYNLT3",-0.0282538371218958,0.66198904895097,"X","DYNLT3"
"NFIL3",-0.0282558297892951,0.468366143906781,"15","NFIL3"
"THOC1",-0.0282625562564494,0.299964636282648,"18","THOC1"
"HFE2",-0.0282782960433608,0.235966887739691,"1","HFE2"
"LOC714529",-0.0282859178505026,0.456599532220986,"1",NA
"LOC700646",-0.0283260803489137,0.607911864717428,"10",NA
"MC4R",-0.0283509669804319,0.0511984990739645,"18","MC4R"
"C6H5orf24",-0.0283643766524565,0.521363665133728,"6","C5orf24"
"TOM1L1",-0.0283718654030639,0.384911344821132,"16","TOM1L1"
"CACNG3",-0.0283793343889707,0.549710705183328,"20","CACNG3"
"GLIS3",-0.0283892905021333,0.595419755778833,"15","GLIS3"
"GIMAP8",-0.0283911695382794,0.184239408065537,"3","GIMAP8"
"THOP1",-0.0284008572801202,0.499241116942345,"19",NA
"ATP6V0B",-0.0284012104769702,0.569982867249516,"1","ATP6V0B"
"LOC100430230",-0.0284048012863386,0.491702343726429,"9",NA
"SLC7A14",-0.028409814325275,0.721549742268952,"2","SLC7A14"
"TRMT2A",-0.0284131032754308,0.0619893611037723,"10","TRMT2A"
"FAIM",-0.0284183383587242,0.65661093018601,"2","FAIM"
"THBS3",-0.0284227862697174,0.30781704929374,"1","THBS3"
"HMG20A",-0.0284317805072945,0.482636006365262,"7","HMG20A"
"KCNJ10",-0.0284525304338782,0.758980288658388,"1","KCNJ10"
"B4GALT4",-0.0284604442919507,0.455292762009138,"2","B4GALT4"
"SERPINB12",-0.0284662969555756,0.146445118363247,"18","SERPINB12"
"LRRC7",-0.0284946871464381,0.767778268239647,"1","LRRC7"
"C2H3orf18",-0.0284955438775895,0.668325625334996,"2","C3orf18"
"NLK",-0.0285071537752069,0.357982153548725,"16","NLK"
"LOC696956",-0.028509495674503,0.276313616803113,"11","COX6A1"
"SGMS2",-0.028525938043302,0.687153478136077,"5","SGMS2"
"ADHFE1",-0.0285299730386682,0.594831562962777,"8","ADHFE1"
"ST3GAL6",-0.0285419284104627,0.0795634558203706,"2","ST3GAL6"
"SENP6",-0.0285839855775265,0.623560325646953,"4","SENP6"
"LOC100430045",-0.0285871481761152,0.244802845772701,"1","NBPF6"
"LOC719763",-0.0286006585657636,0.523690907045982,"1","ADRA2C"
"GFM1",-0.0286142228298743,0.60123394612566,"2","GFM1"
"A2ML1",-0.028616229925356,0.243022809538293,"11","A2ML1"
"ARHGAP44",-0.0286183789244479,0.635753497042036,"16","ARHGAP44"
"FCGR2A",-0.0286197995214674,0.311944100245789,"1","FCGR2A"
"SAMHD1",-0.0286230604316931,0.784435156602961,"10","SAMHD1"
"PAM",-0.0286297276367842,0.598858847639269,"6","PAM"
"DPY19L1",-0.0286499076711392,0.550341274985769,"3","DPY19L1"
"ABTB1",-0.0286551179157559,0.236971112066985,"11",NA
"ZNF740",-0.0286629634155779,0.164628891609767,"11","ZNF740"
"VPRBP",-0.0286675458895885,0.175710932294398,"2","VPRBP"
"CCDC150",-0.0286706658576105,0.141870365972925,"12","CCDC150"
"LEPROTL1",-0.0287041077175211,0.533687293038062,"8","LEPROTL1"
"LOC722599",-0.0287121028195471,0.539747255478153,"1",NA
"LOC100429414",-0.0287239224189513,0.558883809430732,"12",NA
"MEGF11",-0.0287445355002279,0.49416023421953,"7",NA
"C1S",-0.0287464393917669,0.182706047433625,"11","C1S"
"ZMYND11",-0.0287538342553436,0.539107596402541,"9","ZMYND11"
"LOC701728",-0.0287652291177558,0.0790227218317522,"11","PPHLN1"
"LOC722353",-0.028770596578143,0.359162764975902,"1",NA
"LOC697760",-0.028787793059211,0.547343994321383,"X","FAM133A"
"ANGPTL2",-0.0287938839707662,0.141129841161128,"15","ANGPTL2"
"UBE2K",-0.0288061170935912,0.701710044698035,"5","UBE2K"
"LOC717585",-0.0288542993678606,0.334595436098409,"15","PHF2"
"LMOD2",-0.0288646451103515,0.221582630946617,"3","LMOD2"
"RANBP6",-0.0288849175478389,0.63677571502223,"15","RANBP6"
"NLRC4",-0.0288941658469291,0.0284177455955673,"13","NLRC4"
"REL",-0.0289148427037589,0.0805770216532919,"13","REL"
"SNRNP48",-0.0289275388902206,0.740414466016224,"4","SNRNP48"
"REP15",-0.0289372167213745,0.407487495982376,"11","REP15"
"SLC25A34",-0.0289507073534695,0.146866199682964,"1","SLC25A34"
"FITM2",-0.028955201514296,0.558397689538311,"10","FITM2"
"LOC700767",-0.0290073026741828,0.487289855472545,"19",NA
"TNRC6B",-0.0290091198966117,0.703066384070551,"10","TNRC6B"
"RGL1",-0.0290128014298327,0.422918974239218,"1","RGL1"
"RBM12",-0.0290474616012611,0.651268390853332,"10","RBM12"
"STK32B",-0.0290641896195448,0.665792417115808,"5","STK32B"
"TAF9B",-0.0290837111377189,0.571910289042272,"X","TAF9B"
"AFF4",-0.0290840609820873,0.499415065005291,"6",NA
"PNKP",-0.0290851895760605,0.655823046915047,"19","PNKP"
"TADA2A",-0.0290956194924895,0.0858131578123189,"16",NA
"LAMC2",-0.029119218652733,0.0866763383357295,"1","LAMC2"
"GDPD3",-0.0291320210413468,0.513063640169982,"20","GDPD3"
"ARHGAP15",-0.0291583121557843,0.613336778137143,"12","ARHGAP15"
"CCDC136",-0.029159104593615,0.259719930481374,"3","CCDC136"
"LOC716305",-0.0291812481064476,0.111290668089868,"20","GPT2"
"LOC709889",-0.0291825391679665,0.480063528947722,"13","FER1L5"
"TNNI3K",-0.0291993559125759,0.258310546595714,"1",NA
"ARHGAP6",-0.0292122197946571,0.556700320367464,"X","ARHGAP6"
"LOC708688",-0.0292207266579774,0.306292681342688,"4","C6orf141"
"FOLR2",-0.0292227332227208,0.32103869508196,"14","FOLR2"
"TMEM50B",-0.0292256485623246,0.533882038049064,"3","TMEM50B"
"IKZF4",-0.0292308341828791,0.406765032343687,"11","IKZF4"
"CDKN1B",-0.0292490353256765,0.56923291747362,"11","CDKN1B"
"RPP25",-0.0292501434926918,0.492942788651197,"7","RPP25"
"LOC705656",-0.0292532752726296,0.679072729502966,"1","C1orf115"
"IBTK",-0.0292534585906788,0.615264412490502,"4","IBTK"
"PID1",-0.0292721575585895,0.606999788443043,"12","PID1"
"ITPKA",-0.0292724172765667,0.201611858001081,"7","ITPKA"
"NF1",-0.0292741894963607,0.483896679468797,"16","NF1"
"ADNP2",-0.0292864595831986,0.600964088161028,"18","ADNP2"
"CD248",-0.029328412054431,0.224015608974404,"14","CD248"
"LOC710554",-0.0293396673645746,0.0672067597672985,"1","HMGB4"
"GSDMC",-0.0293613190257881,0.060098002378723,"8","GSDMC"
"LOC695160",-0.0293737361675414,0.704455792661872,"1","FAM213B"
"ADNP",-0.0293747043996814,0.530834957556364,"10","ADNP"
"LOC693492",-0.0293819520925213,0.64451752477347,"6",NA
"TFAP2C",-0.0293940884292912,0.755065532510178,"10","TFAP2C"
"LOC717042",-0.0294206923069902,0.528803632533203,"13","MTIF2"
"LOC716130",-0.0294310960613775,0.394458349677491,"2","COQ7"
"EPS8",-0.0294375183473151,0.637673963743464,"11","EPS8"
"LOC713971",-0.0294472706024385,0.286161606630754,"8","HEATR7A"
"LOC100428051",-0.0294481033734484,0.690132833141177,"5",NA
"LOC713110",-0.0294557498136983,0.703011511730418,"16","EVI2A"
"STOX2",-0.0294916015771648,0.510981321959048,"5","STOX2"
"PHACTR3",-0.0294932618459756,0.491054029606749,"10","PHACTR3"
"ARID1B",-0.0295119549827741,0.636483995009979,"4","ARID1B"
"GAB3",-0.029521896259984,0.377058821350699,"X","GAB3"
"CASP8",-0.0295292806098905,0.161708652010787,"12","CASP8"
"CAMTA1",-0.0295360281433925,0.691859117592639,"1",NA
"HHATL",-0.0295449268385968,0.206471951473241,"2","HHATL"
"GPC5",-0.029547127516401,0.41730912259913,"17","GPC5"
"SP2",-0.0295573427297191,0.0762579891288688,"16","SP2"
"KCNA3",-0.0295597443333949,0.683854237850699,"1","KCNA3"
"PCDHA6",-0.0295638875891271,0.660348861645232,"6","PCDHA6"
"BDP1",-0.0295793929275426,0.671957572321934,"6","BDP1"
"GPBP1L1",-0.0295944751030723,0.175500633585667,"1","GPBP1L1"
"PKP1",-0.0295986743044076,0.114073800910097,"1","PKP1"
"LOC715269",-0.029610816698622,0.165452959302017,"11",NA
"CYP7A1",-0.0296304609992157,0.184848206653056,"8","CYP7A1"
"SPRY4",-0.0296513493809965,0.50243181024963,"6","SPRY4"
"WDR44",-0.0296780693125645,0.631379983335575,"X","WDR44"
"PRKACB",-0.0297192837039558,0.810424843076804,"1","PRKACB"
"HK3",-0.0297204173931093,0.12644842190674,"6","HK3"
"SUFU",-0.0297298924277996,0.0574807770995283,"9","SUFU"
"SNX15",-0.0297323558309056,0.691013141046909,"14","SNX15"
"LOC700039",-0.0297335998904917,0.507076719134924,"4","AKD1"
"FBXO44",-0.0297582859016662,0.142527467064329,"1","FBXO44"
"LOC712830",-0.0297587708967666,0.214372699274992,"10","MYLK2"
"C7H14orf159",-0.0297866934895686,0.757673003636142,"7","C14orf159"
"SLC2A3",-0.0298030066944164,0.365520095587291,"11","SLC2A3"
"LMBRD2",-0.0298190459648049,0.687076398464668,"6","LMBRD2"
"LOC100426279",-0.0298409296551999,0.422941230884881,"19","PALM3"
"KLC2",-0.0298622230824807,0.234798407409132,"14","KLC2"
"TAS2R4",-0.0298828643693557,0.309461365253031,"3","TAS2R4"
"RRP8",-0.0298964569019504,0.663874936859511,"14","RRP8"
"KBTBD7",-0.0299178445405514,0.743788541353931,"17","KBTBD7"
"TLK1",-0.0299528791998038,0.578079850947681,"12","TLK1"
"HBQ1",-0.0299686790748792,0.236190027018008,"20","HBQ1"
"DAPK2",-0.0299734146213937,0.18211984901621,"7","DAPK2"
"LRIF1",-0.0299798007840518,0.671957129215255,"1","LRIF1"
"FMNL1",-0.0299821263132975,0.211181252502068,"16","FMNL1"
"DENND5B",-0.0299867556757127,0.254826216111634,"11","DENND5B"
"LOC700292",-0.029993731261165,0.662015901399149,"5",NA
"LEPR",-0.0300041392221243,0.432057425384353,"1","LEPR"
"PIGB",-0.0300075734568566,0.722450051796389,"7","PIGB"
"SLC50A1",-0.0300189105742861,0.512078617217294,"1","SLC50A1"
"C11H12orf45",-0.030022022093569,0.445365187282569,"11","C12orf45"
"ZNF283",-0.0300419544616351,0.665686261351663,"19","ZNF283"
"LOC709915",-0.0300525216142303,0.383902650758782,"X",NA
"TMEM30A",-0.0300766510271134,0.172905059236491,"4","TMEM30A"
"KDM1B",-0.0300959070943175,0.257045493954584,"4",NA
"SEZ6",-0.030099285581737,0.649826366525559,"16","SEZ6"
"PTPDC1",-0.0301228194015462,0.55806137491543,"15","PTPDC1"
"TERF1",-0.0301353316412068,0.318465773275,"8","TERF1"
"XPR1",-0.0301490270249101,0.501309913359463,"1","XPR1"
"CLIP1",-0.0301731628491725,0.554332369820524,"11","CLIP1"
"LOC100427752",-0.0301800982265727,0.179866556500688,"12",NA
"PREPL",-0.0301854632481132,0.518589893765278,"13","PREPL"
"PCMTD2",-0.0302083808518609,0.706295676730183,"10","PCMTD2"
"LOC702562",-0.0302289702300138,0.102561386109481,"X","IQSEC2"
"LOC698821",-0.0302637978170612,0.596432940951593,"11","C12orf43"
"NR4A3",-0.030271612923936,0.0684099394211591,"15","NR4A3"
"PGM3",-0.0302740399509751,0.74589007994623,"4","PGM3"
"TMED1",-0.0303121235283932,0.339138829475435,"19","TMED1"
"NKD2",-0.0303169711943695,0.152990687629079,"6","NKD2"
"KRTDAP",-0.0303190857743241,0.646381223081785,"19","KRTDAP"
"YTHDC1",-0.0303337881955487,0.311182162539413,"5","YTHDC1"
"DIXDC1",-0.0303376578591195,0.603596234895707,"14","DIXDC1"
"MDGA1",-0.030347084370025,0.420508061257248,"4","MDGA1"
"GALNTL4",-0.0303536464172647,0.436143097029773,"14","GALNTL4"
"JPH1",-0.0303627027955679,0.559840957304359,"8","JPH1"
"CD46",-0.0304078200862771,0.66042399469647,"1","CD46"
"MAGI2",-0.0304088830439418,0.581180816147285,"3",NA
"SF3B14",-0.0304224074396557,0.61643726848615,"13","SF3B14"
"CKMT2",-0.0304331625079214,0.0574404313540364,"6","CKMT2"
"TRIM5",-0.0304411750178953,0.241257382847191,"14","TRIM5"
"ZNF407",-0.0304426444741155,0.34417397092936,"18","ZNF407"
"KDELC2",-0.0304444151088227,0.529751990294791,"14","KDELC2"
"LOC714658",-0.0304479093771724,0.3663349936699,"4","FAM184A"
"RNF43",-0.0304494947766672,0.27252482202798,"16","RNF43"
"LOC712107",-0.0304516714460917,0.77698874148235,"4","RBM24"
"LOC100425149",-0.0304609249199025,0.77150568417517,"19",NA
"GJB2",-0.0304656297654525,0.6828632287171,"17","GJB2"
"THAP1",-0.0304660511657486,0.587362707980536,"8","THAP1"
"SEPT10",-0.0304721695009357,0.744527674078409,"13","SEPT10"
"UNC45B",-0.0304841537597233,0.078964113675148,"16","UNC45B"
"LOC716691",-0.030485756358875,0.278690073753853,"1",NA
"NR4A2",-0.0304861089189397,0.680093725447487,"12","NR4A2"
"LOC716645",-0.0304896213342974,0.660285708679411,"3","SLC37A3"
"ZFC3H1",-0.0304923656044986,0.421411970548999,"11","ZFC3H1"
"CCDC83",-0.0304960968274202,0.0540372113951375,"14","CCDC83"
"ARFIP1",-0.0304962109361663,0.557290587924433,"5","ARFIP1"
"ZNF674",-0.030507478919393,0.110538723764854,"X","ZNF674"
"HNRNPH2",-0.0305309341066756,0.803224920515262,"X","HNRNPH2"
"IDO2",-0.030586873653326,0.138691131778887,"8","IDO2"
"MFSD6",-0.0306166916629965,0.60568417749308,"12","MFSD6"
"CD36",-0.0306381878442393,0.634294764739308,"3","CD36"
"ATP1B3",-0.0306393907944336,0.432553753781112,"2","ATP1B3"
"CRYBA4",-0.0306901773245543,0.177473983850973,"10","CRYBA4"
"LRRC4C",-0.0307075192376772,0.619851501470063,"14","LRRC4C"
"OR6M1",-0.0307134479040887,0.126931360973007,"14","OR6M1"
"PHYHIP",-0.0307192921131357,0.543668282859396,"8","PHYHIP"
"CHP2",-0.0307468850772683,0.0857367372761388,"20","CHP2"
"IPO13",-0.0307601721067172,0.121649569031603,"1","IPO13"
"MLLT4",-0.0307741732692816,0.583514519610972,"4","MLLT4"
"LOC710120",-0.0307873890277297,0.164555822460667,"14","PPP6R3"
"BAIAP2",-0.0307906953335728,0.537471703242334,"16","BAIAP2"
"NAT1",-0.0308123564853191,0.304508628346371,"8","NAT1"
"LOC719898",-0.0308190251077854,0.608228309963374,"19","VSIG10L"
"ADRBK2",-0.0308527776843604,0.566008765175958,"10","ADRBK2"
"TAF5",-0.0308531082056489,0.616990046714582,"9","TAF5"
"OTUB1",-0.0308706841098066,0.268345936816394,"14","OTUB1"
"ASCC3",-0.0308771908276301,0.335439638796413,"4","ASCC3"
"LOC695512",-0.0308814704998636,0.385340250003088,"13",NA
"ACACB",-0.0308867125317176,0.550648649309937,"11","ACACB"
"JAK2",-0.030887173213959,0.670662863675783,"15","JAK2"
"ODZ2",-0.0308972037554709,0.767050129110866,"6","TENM2"
"LOC721516",-0.0309091040170129,0.232332080594633,"15","NOXA1"
"CLCC1",-0.0309261939378089,0.188029995615735,"1","CLCC1"
"RNF111",-0.0309314985565921,0.568084964735406,"7","RNF111"
"LOC721106",-0.0309493114985284,0.252666363311935,"19","PRSS57"
"TMEM74",-0.0309612929455918,0.676572607356738,"8","TMEM74"
"LHX8",-0.0309629327162281,0.660502739255828,"1","LHX8"
"TMEM132E",-0.0309751319211772,0.483643018847298,"16","TMEM132E"
"LOC715949",-0.0310060626870716,0.704976032209875,"9",NA
"LOC693481",-0.0310302113666692,0.508682871909831,"2",NA
"LOC708080",-0.0310476124103364,0.561146860764314,"1","CTSS"
"LOC704147",-0.0310874361840576,0.518570135422455,"8",NA
"SRCRB4D",-0.0310978339246391,0.551843335310744,"3",NA
"PIP5K1A",-0.0311153640055832,0.239018191218605,"1","PIP5K1A"
"AMD1",-0.0311177740585847,0.508825066343473,"4",NA
"SESTD1",-0.0311350665948991,0.589146607521006,"12","SESTD1"
"WAPAL",-0.031139860728248,0.486141989677442,"9","WAPAL"
"LOC100424862",-0.0311712425485107,0.813406285691058,"4",NA
"LOC714026",-0.0311819484407586,0.438906511490035,"1","HMCN1"
"ICAM1",-0.0311861418683073,0.400415131772,"19","ICAM1"
"DDX21",-0.0311875270178081,0.27830805550497,"9","DDX21"
"LOC707295",-0.0311966116240686,0.69773971321103,"4",NA
"GPN2",-0.0311977233624089,0.231470689159167,"1","GPN2"
"LOC711911",-0.0312392640038716,0.253609351618883,"3","ZCWPW1"
"ZNF48",-0.0312883445296851,0.485758405833178,"20","ZNF48"
"SYBU",-0.0312916512791815,0.69788209230046,"8","SYBU"
"RRM1",-0.0313015016547984,0.468174056139416,"14","RRM1"
"TMCC1",-0.0313062046556729,0.512558433530327,"11","TMCC1"
"LOC713524",-0.0313082075302422,0.0065000796988629,"15","IKBKAP"
"LOC707961",-0.0313135840936147,0.113600959661842,"7","RPGRIP1"
"RAB37",-0.0313204082333172,0.21221953380389,"16","RAB37"
"LOC719305",-0.0313247240783707,0.677758826107444,"16","RAC3"
"VLDLR",-0.0313489932531227,0.381632666489602,"15","VLDLR"
"MYO15A",-0.031357558034,0.169575753210919,"16","MYO15A"
"NAPEPLD",-0.0313903738734314,0.453402672911454,"3","NAPEPLD"
"RUNX1T1",-0.0314176702974961,0.682892123859201,"8","RUNX1T1"
"LOC100428592",-0.0314186184593258,0.0877437290853375,"11",NA
"SLC16A8",-0.0314363373563996,0.253946608599149,"10","SLC16A8"
"LOC711012",-0.0314443092283418,0.644405903317461,"16","PPM1E"
"PRLR",-0.0314986909334776,0.0594948828739696,"6","PRLR"
"CA8",-0.0315087390114164,0.2231057743293,"8","CA8"
"NT5DC1",-0.0315169863987373,0.707563360691774,"4","NT5DC1"
"ZACN",-0.0315180189524235,0.218064969947107,"16","ZACN"
"PPFIBP2",-0.0315197057701479,0.474479763557954,"14","PPFIBP2"
"EFCAB5",-0.0315349534396925,0.332152818739345,"16","EFCAB5"
"RTP2",-0.0315687853135994,0.130330629983365,"2","RTP2"
"LOC710693",-0.0315746368429223,0.408743798040209,"1","USP33"
"LOC719766",-0.0315786385356679,0.533635563268325,"3","LMBR1"
"LOC717713",-0.0316090483057534,0.544389981368962,"3","CYTH3"
"LOC695843",-0.0316168123792614,0.391465239103125,"11","LRP6"
"ZNF462",-0.0316196398083745,0.674330384491795,"15","ZNF462"
"HIPK1",-0.0316201010228006,0.507463433018996,"1","HIPK1"
"PHACTR2",-0.0316392397403965,0.627340285380511,"4","PHACTR2"
"MYH8",-0.0316673966548143,0.491542853126948,"16","MYH8"
"F8",-0.0316861896783144,0.430930677150979,"X",NA
"TNFAIP6",-0.0316903984612392,0.133518447175016,"12","TNFAIP6"
"HGD",-0.0316937810663176,0.0531971030342558,"2","HGD"
"CHRDL2",-0.0317540157165569,0.121106444322208,"14",NA
"SCARB2",-0.0317608503322088,0.478858287497886,"5","SCARB2"
"LOC701620",-0.0317652586598152,0.737986082689802,"19",NA
"YPEL5",-0.0317775224577912,0.510301302302795,"13","YPEL5"
"THAP10",-0.0317842755432624,0.5553683815097,"7","THAP10"
"DMXL1",-0.0318023517365182,0.709539155112781,"6","DMXL1"
"SCN2B",-0.0318132049125724,0.0992222274659018,"14","SCN2B"
"LOC713488",-0.0318242241608649,0.231869784954865,"13","PLEKHH2"
"VWA1",-0.0318616962823698,0.442672222780973,"1","VWA1"
"HKDC1",-0.031866453409306,0.0811065303145978,"9","HKDC1"
"PTEN",-0.0319073506253027,0.608878055796858,"9","PTEN"
"LOC695219",-0.0319502829998562,0.624888691953546,"5","KIAA1430"
"NPHS2",-0.0319512053169291,0.0675887783984169,"1","NPHS2"
"ZNF397",-0.0319552272451244,0.189022152041289,"18","ZNF397"
"EDAR",-0.0319837917887194,0.0537700400778562,"13","EDAR"
"LOC100423442",-0.0319841452369343,0.518748419918189,"2","STXBP5L"
"GOLGB1",-0.0319847616152178,0.572639687262028,"2","GOLGB1"
"LOC712333",-0.0319908972585377,0.686833120652498,"1","HHAT"
"LOC694437",-0.0320148168440655,0.100756686597219,"15",NA
"GLCE",-0.0320229196785928,0.570749420822247,"7","GLCE"
"SLC32A1",-0.03202584252157,0.635025386412217,"10","SLC32A1"
"SOX11",-0.032030695417798,0.407597960467493,"13","SOX11"
"N6AMT1",-0.0320353560749709,0.2966231725786,"3","N6AMT1"
"TIGD4",-0.032052299227645,0.052367485815184,"5","TIGD4"
"PPAPDC1A",-0.0320827784206986,0.490653272972475,"9","PPAPDC1A"
"LOC100430870",-0.0321296988519465,0.688704264645831,"11",NA
"ZNF226",-0.0321570735855539,0.309736993485365,"19","ZNF226"
"KIAA1244",-0.0321682216164976,0.75614619264665,"4","KIAA1244"
"TNFAIP8L3",-0.0321763141923708,0.715343957454505,"7","TNFAIP8L3"
"RTP1",-0.032182789077287,0.149061279498738,"2","RTP1"
"BAHD1",-0.0321894494182227,0.0644381390370738,"7","BAHD1"
"LOC100426465",-0.0322084839264732,0.0978555434314468,"16",NA
"RGS14",-0.0322116473545849,0.218992669289604,"6","RGS14"
"DENND1B",-0.0322120134541304,0.739297169093926,"1","DENND1B"
"LOC718039",-0.0322203455340922,0.157059183212863,"3",NA
"GIT2",-0.032225685696756,0.322253775534021,"11","GIT2"
"MED13",-0.0322418266183955,0.874955069734675,"16","MED13"
"CLIC5",-0.0322428853579978,0.229084119027977,"4","CLIC5"
"ARID4A",-0.0322646438537759,0.631445134583491,"7","ARID4A"
"PLEKHF2",-0.0322750496099337,0.488017386967439,"8","PLEKHF2"
"LOC709988",-0.0322912756265774,0.0526562643861246,"15","CDKN2A"
"MATN3",-0.0322929021599135,0.591645926971262,"13","MATN3"
"STK38",-0.0322950825986891,0.463296156117623,"4","STK38"
"INTS8",-0.0323034417345568,0.5603863394052,"8","INTS8"
"PAM16",-0.0323095441430054,0.421051473493668,"20","PAM16"
"IL4R",-0.0323453799419327,0.331076785747343,"20","IL4R"
"MYO5A",-0.0323602868625453,0.612155088531596,"7","MYO5A"
"GPRIN2",-0.0323611570672534,0.512105722779799,"9","GPRIN2"
"VWC2",-0.0323722475628237,0.26722507067127,"3",NA
"MREG",-0.0323802974302775,0.273806282359429,"12","MREG"
"CMPK1",-0.0323996466936248,0.425183290651794,"1","CMPK1"
"LOC699219",-0.0324051523617395,0.128916456722867,"18","PIGN"
"PROS1",-0.0324071855147682,0.67315245982613,"2","PROS1"
"SEC31B",-0.0324144521081925,0.231667151676141,"9","SEC31B"
"ZNFX1",-0.0324351661408861,0.41025021961192,"10","ZNFX1"
"LOC702855",-0.0324501186900971,0.644976649995129,"3","C7orf10"
"PLA2G6",-0.0324744048305033,0.195214393567618,"10","PLA2G6"
"RDH14",-0.0324801516590511,0.432209774325941,"13","RDH14"
"SESN3",-0.0324901355349966,0.586522202616679,"14","SESN3"
"SPRY2",-0.0325155578528677,0.710848511455438,"17","SPRY2"
"ZMAT2",-0.0325172809210525,0.174002641790927,"6","ZMAT2"
"GOSR1",-0.0325185631083088,0.365289472805029,"16","GOSR1"
"LOC694102",-0.0325405885260113,0.639198502570763,"9","FAM35A"
"PDE8B",-0.0325498692199252,0.365799527891769,"6",NA
"PPP1R12C",-0.0325561387133075,0.34628132268126,"19","PPP1R12C"
"LOC710457",-0.0325567102200958,0.565369821664345,"8","ZNF706"
"LRRC16B",-0.0325668899880004,0.150970340052025,"7","LRRC16B"
"HOOK3",-0.0325890937063097,0.578573014838649,"8","HOOK3"
"LOC710177",-0.0326162830755439,0.117670250372423,"6",NA
"B3GNT7",-0.0326196640913457,0.0755374478980997,"20","B3GNT9"
"BLZF1",-0.0326306976818711,0.531080019242123,"1","BLZF1"
"LOC702644",-0.0326312498440015,0.65125145070834,"7","MIS18BP1"
"BMF",-0.0326348667836825,0.277413568516211,"7","BMF"
"LOC696564",-0.0326350628363265,0.0672602906503302,"7","NKX2-8"
"VWA5B1",-0.0326360123582503,0.164003063877431,"1","VWA5B1"
"CCBL2",-0.0326394549944041,0.276779018688728,"1","CCBL2"
"LOC100425935",-0.0326528846162639,0.16700973126664,"10",NA
"LOR",-0.0326703623181518,0.650445677783594,"1","LOR"
"KIAA2026",-0.0326751669891906,0.341612905166434,"15","KIAA2026"
"DHX58",-0.0327158070260878,0.6244201447907,"16","DHX58"
"FAM210A",-0.032729600581434,0.67233413749976,"18","FAM210A"
"LOC100427632",-0.03277389013963,0.650922101982984,"13",NA
