"Gene","Layer","Age","Region","log2FoldChange","Pvalue"
"CACNG3","L2/L3","E80","ACG",1.62373004508448,0.0154878767430428
"FAM102B","L2/L3","E80","ACG",1.44803038042402,0.0154965561391428
"RASGRP1","L2/L3","E80","ACG",1.03154318075349,0.0155330108169533
"RASGRP2","L2/L3","E80","ACG",1.2482972458948,0.015724516930997
"PHYH","L2/L3","E80","ACG",1.27262198193999,0.0158240108180669
"FNDC4","L2/L3","E80","ACG",1.12174539640133,0.016005666800817
"LOC696748","L2/L3","E80","ACG",1.05440111743552,0.0162976340632001
"LOC700150","L2/L3","E80","ACG",1.10832420880543,0.0163528242849007
"SLITRK3","L2/L3","E80","ACG",1.22791301287014,0.0163540090622727
"WDR66","L2/L3","E80","ACG",1.01578864870688,0.0163584383231204
"DEXI","L2/L3","E80","ACG",1.06391945330949,0.0163666760897664
"DIAPH2","L2/L3","E80","ACG",1.1457200726218,0.0163669174243572
"AIM2","L2/L3","E80","ACG",1.01422999157074,0.0164280829970538
"RASGEF1C","L2/L3","E80","ACG",1.20285753133151,0.0165361335415249
"VIT","L2/L3","E80","ACG",1.62459972422313,0.0168218518237717
"LOC708755","L2/L3","E80","ACG",1.73233607956006,0.0170848907264754
"TMEM59L","L2/L3","E80","ACG",1.1211925408637,0.0170963342342204
"LOC711305","L2/L3","E80","ACG",1.33520313764837,0.0171666158503074
"GABRA3","L2/L3","E80","ACG",1.33986513398976,0.0173874123835764
"STK32A","L2/L3","E80","ACG",1.00391240821582,0.0176695858529594
"RASL11B","L2/L3","E80","ACG",1.40844781062529,0.0177235451247585
"LOC719578","L2/L3","E80","ACG",1.3909410432263,0.0177501088893317
"NIM1","L2/L3","E80","ACG",1.13147158355992,0.0177832852131773
"SCRG1","L2/L3","E80","ACG",1.60685214351175,0.0178004327772931
"ADAMTS2","L2/L3","E80","ACG",1.15484691442317,0.0178869904069198
"GCNT1","L2/L3","E80","ACG",2.05951231832316,0.0179457903258415
"SIDT1","L2/L3","E80","ACG",1.5977751700918,0.0179745267365992
"GLDC","L2/L3","E80","ACG",1.60379633921448,0.0181767954211678
"RASGEF1A","L2/L3","E80","ACG",1.33293581242148,0.0182738346356394
"LYN","L2/L3","E80","ACG",1.56815723231176,0.0183509771741891
"LOC100423131","L2/L3","E80","ACG",1.79741872245898,0.0184057909356822
"MDGA1","L2/L3","E80","ACG",1.09824098206608,0.0188616840073588
"UBASH3B","L2/L3","E80","ACG",1.18834517080487,0.0189581159672915
"PTPN3","L2/L3","E80","ACG",1.08462224957813,0.0190013159459922
"SSTR2","L2/L3","E80","ACG",1.44268461910496,0.0192916264559392
"ROM1","L2/L3","E80","ACG",1.21156447685417,0.0197979623957457
"DUSP6","L2/L3","E80","ACG",1.63622816620836,0.0198321251599624
"KCTD4","L2/L3","E80","ACG",1.72336218303275,0.0202278998360194
"LOC721140","L2/L3","E80","ACG",2.16683902166866,0.0202476376205138
"CHRM1","L2/L3","E80","ACG",1.00125638595181,0.0203579016520397
"LRRTM3","L2/L3","E80","ACG",1.50475727462779,0.0203911410438113
"ISYNA1","L2/L3","E80","ACG",1.25404825682099,0.0203968178184126
"ACOT2","L2/L3","E80","ACG",1.54906293577358,0.0204421698678074
"MAN2A1","L2/L3","E80","ACG",3.44416935153836,0.0205546165690642
"PAQR9","L2/L3","E80","ACG",1.7905340590406,0.0206766053876725
"DSEL","L2/L3","E80","ACG",2.04881970369581,0.0212103779468726
"C11H12orf68","L2/L3","E80","ACG",1.3019023026619,0.0212744334350763
"LOC714964","L2/L3","E80","ACG",1.06035159866559,0.0213066065513152
"LOC100424049","L2/L3","E80","ACG",1.25174375510801,0.0219444831886282
"ALDOC","L2/L3","E80","ACG",1.41830822483547,0.0219820173781015
"LOC710186","L2/L3","E80","ACG",1.11683858419722,0.022029179541244
"ID4","L2/L3","E80","ACG",2.48418804002225,0.0223110095922396
"SYT17","L2/L3","E80","ACG",2.73483188989905,0.0223121144743987
"LOC718223","L2/L3","E80","ACG",1.04362907112789,0.0224294849371478
"C4H6orf108","L2/L3","E80","ACG",1.05168110530668,0.0226942040078979
"HENMT1","L2/L3","E80","ACG",1.55729142021433,0.0227093186032687
"GOLGA7B","L2/L3","E80","ACG",1.19371621575631,0.0227112175075922
"LOC721901","L2/L3","E80","ACG",1.09303881340353,0.0230836413258584
"PLAU","L2/L3","E80","ACG",1.12507777319822,0.0231890250760335
"AKAP2","L2/L3","E80","ACG",1.78902271861846,0.0232506789994808
"VAT1","L2/L3","E80","ACG",1.18464300928545,0.0235969861405087
"LOC712939","L2/L3","E80","ACG",1.39159676171153,0.0237641103677879
"NT5DC3","L2/L3","E80","ACG",1.05888824391136,0.0243093245839439
"ACPL2","L2/L3","E80","ACG",1.41291143258522,0.0244834332568388
"FAM195A","L2/L3","E80","ACG",1.02910643039818,0.0248607588026779
"FLRT2","L2/L3","E80","ACG",1.41615217004338,0.0250568445556076
"LOC715257","L2/L3","E80","ACG",1.16092759478485,0.025590817154758
"SLC6A17","L2/L3","E80","ACG",1.03614292149498,0.0256574816396939
"SPARCL1","L2/L3","E80","ACG",3.10639990765758,0.0259326901946755
"LAMA2","L2/L3","E80","ACG",2.77863889093466,0.0261124035329465
"TRIM36","L2/L3","E80","ACG",2.13393689518352,0.026137639254737
"TP53I3","L2/L3","E80","ACG",1.06773496750848,0.0262492531196677
"TNFAIP8","L2/L3","E80","ACG",1.35546874275256,0.0262888377865711
"KIAA1024","L2/L3","E80","ACG",1.59663215819143,0.0264126292135389
"FLT3","L2/L3","E80","ACG",1.15954656447344,0.0268032031428383
"CD83","L2/L3","E80","ACG",1.82625848015599,0.0269035446227214
"CACNA1I","L2/L3","E80","ACG",1.62573528661235,0.0269246634015825
"ATP1A3","L2/L3","E80","ACG",1.07623101075249,0.0270386328212865
"HOPX","L2/L3","E80","ACG",1.70060845761724,0.0272257446280301
"IL13RA2","L2/L3","E80","ACG",1.4795590743377,0.0276998011864156
"PTH2R","L2/L3","E80","ACG",1.5729359735531,0.0278371947815413
"ITGA4","L2/L3","E80","ACG",2.43084822070432,0.0278840524944772
"FRZB","L2/L3","E80","ACG",1.33815353145623,0.0280025944709321
"LOC714577","L2/L3","E80","ACG",2.45747973693523,0.0282569686602352
"ERMP1","L2/L3","E80","ACG",1.18932787828704,0.0288907952668638
"CD36","L2/L3","E80","ACG",1.09766172391124,0.0289303433374585
"NRGN","L2/L3","E80","ACG",1.01106690207101,0.0289771475888182
"EPHX4","L2/L3","E80","ACG",1.14688863567988,0.0291949697824054
"ETV6","L2/L3","E80","ACG",1.51395208246586,0.029445457402612
"KCNC2","L2/L3","E80","ACG",1.6932195461567,0.0303043384863854
"CBLN4","L2/L3","E80","ACG",2.29189167132136,0.0303445920505459
"LOC100428859","L2/L3","E80","ACG",1.79057978333788,0.0305608619819989
"UNC119B","L2/L3","E80","ACG",1.05618910834132,0.0306363504006941
"PTPN5","L2/L3","E80","ACG",1.89143281514532,0.0308340426848636
"LOC100423462","L2/L3","E80","ACG",1.78091381451727,0.0309882516521046
"NETO2","L2/L3","E80","ACG",1.11316643401197,0.0313268591924551
"ROBO1","L2/L3","E80","ACG",1.40295035879053,0.0321909554768874
"SLC4A3","L2/L3","E80","ACG",1.08207927164949,0.0323853056210779
"NOV","L2/L3","E80","ACG",1.13945515531177,0.0323859052886813
"LOC717713","L2/L3","E80","ACG",1.08852014616101,0.0329314902278739
"LOC714026","L2/L3","E80","ACG",1.69498021500286,0.0331569177885051
"DPYD","L2/L3","E80","ACG",1.91293465203879,0.0332862663631324
"SERPINB9","L2/L3","E80","ACG",1.11884202083558,0.033814906605934
"SOX9","L2/L3","E80","ACG",1.4728517670425,0.0344441656295313
"LOC706290","L2/L3","E80","ACG",1.3120067341136,0.0344691590600988
"LOC100429378","L2/L3","E80","ACG",2.14412566363134,0.0359245515433965
"HTR1E","L2/L3","E80","ACG",1.09165654067746,0.0373423979151878
"C6H5orf49","L2/L3","E80","ACG",1.29898881016025,0.0373740887170124
"LOC702924","L2/L3","E80","ACG",1.01414989635665,0.0377227252275812
"LGR4","L2/L3","E80","ACG",1.29664761384492,0.0381263201722523
"PCBD1","L2/L3","E80","ACG",1.34312894211794,0.0381527562431524
"IQSEC1","L2/L3","E80","ACG",1.44122399748294,0.0382206489083602
"LRRC55","L2/L3","E80","ACG",1.08190822498882,0.038406803242897
"MAP3K5","L2/L3","E80","ACG",1.11872246747595,0.0384517221056023
"CRYBG3","L2/L3","E80","ACG",1.13298997881912,0.0389873445523304
"LOC706574","L2/L3","E80","ACG",1.18458448320599,0.0391847664986758
"LOC719898","L2/L3","E80","ACG",1.14130161778401,0.0391976237392185
"CDYL2","L2/L3","E80","ACG",1.03438054883094,0.0400468685675009
"ME1","L2/L3","E80","ACG",2.29897030654047,0.0404516815850937
"PKIG","L2/L3","E80","ACG",1.27849363058391,0.0408105491422639
"LOC715820","L2/L3","E80","ACG",1.02356291997105,0.0425061667438028
"SCN3B","L2/L3","E80","ACG",1.2725575621791,0.0427368533456484
"VWA8","L2/L3","E80","ACG",1.1120469944523,0.0438362913881013
"MT1E","L2/L3","E80","ACG",1.15106177536858,0.0444727097740125
"TRIM9","L2/L3","E80","ACG",1.01676572571615,0.0444732020888918
"CDKL2","L2/L3","E80","ACG",1.10459258856369,0.044875953401524
"SH3PXD2B","L2/L3","E80","ACG",1.06882349824898,0.0451765140303218
"LOC712572","L2/L3","E80","ACG",1.03832540902488,0.0460069100241843
"SDC3","L2/L3","E80","ACG",1.05438848973058,0.0471521255145237
"SERPINB1","L2/L3","E80","ACG",1.20499333544792,0.0472311175602962
"CX3CR1","L2/L3","E80","ACG",1.04532249959251,0.048344424612673
"LOC100423984","L2/L3","E80","ACG",1.24802156007582,0.0484135121657511
"PRRT3","L2/L3","E80","ACG",1.17313344798841,0.0493122147586707
"LOC718187","L2/L3","E80","ACG",2.45371619478403,0.0497641828938664
"LECT1","L2/L3","E80","ACG",1.16696046041838,0.0498077193991772
"KAL1","L2/L3","E80","V1",2.66809223753571,2.34124157562472e-05
"LOC100424654","L2/L3","E80","V1",2.63173515976297,2.37496743552593e-05
"SNAI2","L2/L3","E80","V1",5.5482422592103,7.20051281416574e-05
"LOC100429804","L2/L3","E80","V1",2.08855740040008,0.000109729020860879
"PTGFRN","L2/L3","E80","V1",1.57179001060391,0.000118494515224849
"LHFP","L2/L3","E80","V1",1.83799583632036,0.000207703134608163
"NPTX1","L2/L3","E80","V1",1.07930196730915,0.000238767444507176
"BTG1","L2/L3","E80","V1",1.53949848639793,0.000266146213388584
"TSHZ1","L2/L3","E80","V1",4.52173008858308,0.000273218903896398
"LOC718339","L2/L3","E80","V1",1.64938641849194,0.000292924286792149
"NEDD9","L2/L3","E80","V1",1.34352656787441,0.000300347587291438
"FRAS1","L2/L3","E80","V1",2.65771782737035,0.000365516602840079
"EPHB1","L2/L3","E80","V1",2.01880850750281,0.000372528248614061
"PREX1","L2/L3","E80","V1",1.06704507075261,0.000389412086235167
"NR2F1","L2/L3","E80","V1",1.99563992856947,0.000448009603788687
"TMEM74","L2/L3","E80","V1",2.3832024681319,0.000453755814500398
"LOC717747","L2/L3","E80","V1",1.05540363928265,0.000467932633641196
"SEMA6A","L2/L3","E80","V1",1.53588145773818,0.000494812589467898
"AKAP7","L2/L3","E80","V1",2.61607226542101,0.000508747016436077
"ENPP2","L2/L3","E80","V1",4.10414559074946,0.0005640468451671
"ARAP2","L2/L3","E80","V1",2.5901586955628,0.000572077009217262
"ODZ2","L2/L3","E80","V1",2.66659252273502,0.000623732994606094
"DPP10","L2/L3","E80","V1",3.818157558802,0.000665865629090392
"NRG1","L2/L3","E80","V1",1.87765312204003,0.000673767988735129
"DCC","L2/L3","E80","V1",2.70562992203597,0.000675055186154472
"DACT1","L2/L3","E80","V1",1.13075571566368,0.000712268280174313
"LOC696872","L2/L3","E80","V1",1.56822509744492,0.00074048140247995
"SLITRK5","L2/L3","E80","V1",2.25679164190099,0.000785404613921603
"BCOR","L2/L3","E80","V1",1.77169079624035,0.000982691340322684
"LOC716287","L2/L3","E80","V1",1.10228941183055,0.000994958741584401
"BMPR1B","L2/L3","E80","V1",3.91435442541271,0.0010291318480994
"LOC707416","L2/L3","E80","V1",1.52390257423426,0.00115061609544464
"RUNX1T1","L2/L3","E80","V1",1.56154036400469,0.00123098356371891
"SLITRK1","L2/L3","E80","V1",1.42561170125662,0.00126047595850509
"CDH8","L2/L3","E80","V1",4.02187963713089,0.00130846364288607
"SFMBT2","L2/L3","E80","V1",1.47451414888213,0.00138746263736953
"LOC710966","L2/L3","E80","V1",1.52618035261332,0.00139771360745703
"MED13","L2/L3","E80","V1",1.21990403638333,0.00162417781042031
"LOC712288","L2/L3","E80","V1",2.66370003530805,0.00178567830439331
"DNCI1","L2/L3","E80","V1",1.73053725742571,0.00184691713092175
"TIFA","L2/L3","E80","V1",1.8269443931395,0.00188702494755711
"CITED2","L2/L3","E80","V1",1.24009331009842,0.00193551634186098
"TMEM209","L2/L3","E80","V1",1.28916060171077,0.00196282861419997
"FAT3","L2/L3","E80","V1",2.15551995158344,0.00199029584221565
"GJC1","L2/L3","E80","V1",1.44881385550683,0.00200649058891649
"EPHA4","L2/L3","E80","V1",2.01750525787872,0.00225455563241685
"RASL10A","L2/L3","E80","V1",1.20863312919662,0.0022988170555114
"HS3ST1","L2/L3","E80","V1",3.70960967504736,0.0023197350600817
"PCSK2","L2/L3","E80","V1",1.03941195840947,0.00233052189085589
"TXLNG","L2/L3","E80","V1",1.04736034897026,0.00237371656118573
"LOC100426795","L2/L3","E80","V1",2.02439114481195,0.00242572986030249
"THBS1","L2/L3","E80","V1",2.18086965534395,0.00243650756130566
"FBXO32","L2/L3","E80","V1",3.37130136524356,0.0024749235756287
"NLGN4Y","L2/L3","E80","V1",1.968694669078,0.00248308462725408
"KIAA0182","L2/L3","E80","V1",1.6532466741542,0.00256051201578518
"TSHZ3","L2/L3","E80","V1",2.08759409512602,0.00256565540652996
"LOC714818","L2/L3","E80","V1",1.07923099602877,0.00268921159827087
"MET","L2/L3","E80","V1",2.41723134521361,0.00270855434447485
"LOC706468","L2/L3","E80","V1",1.63342149617013,0.00288302031490711
"DEPTOR","L2/L3","E80","V1",1.0509235797406,0.00289079368062872
"PCDH7","L2/L3","E80","V1",1.44753814382434,0.0029636503034985
"PIK3R1","L2/L3","E80","V1",1.6875769486886,0.00297216933415811
"PTX3","L2/L3","E80","V1",2.80521527692603,0.00300219085638289
"DOK5","L2/L3","E80","V1",2.23444830009802,0.00328702035177179
"LOC704341","L2/L3","E80","V1",1.29469778936592,0.00333991955688328
"ACVR1","L2/L3","E80","V1",1.38729443146809,0.00348586544191369
"ZBTB34","L2/L3","E80","V1",1.58712819509092,0.0035359375995873
"MED13L","L2/L3","E80","V1",1.30645099052181,0.00356159462772137
"BARD1","L2/L3","E80","V1",3.10010095974001,0.00365790026898911
"GRM3","L2/L3","E80","V1",1.01152440947754,0.00399265808376356
"LOC722137","L2/L3","E80","V1",2.96189162315708,0.00405973292837439
"CAMK4","L2/L3","E80","V1",1.72896314574495,0.0040903267067678
"GNG5","L2/L3","E80","V1",1.10682522249041,0.00412794045228389
"PHF17","L2/L3","E80","V1",1.89032988148529,0.00435395422583633
"ADAMTS3","L2/L3","E80","V1",1.75858111421942,0.00458792600621879
"LOC100425402","L2/L3","E80","V1",1.04781442453288,0.00472028018158131
"TPBG","L2/L3","E80","V1",1.54255237468712,0.00513225660376963
"CHAC2","L2/L3","E80","V1",1.47271856902136,0.00529665870349088
"BOC","L2/L3","E80","V1",1.63355763066637,0.00535017137447472
"ATXN1","L2/L3","E80","V1",2.10707275296664,0.00536859371606417
"ABRACL","L2/L3","E80","V1",1.08269217108851,0.00545452337756839
"HEBP2","L2/L3","E80","V1",1.60246665204351,0.0054647309548562
"RPRM","L2/L3","E80","V1",1.33564987860047,0.0054855953621739
"PAK7","L2/L3","E80","V1",1.85674655325665,0.00581776532446566
"SIPA1L2","L2/L3","E80","V1",2.03272860291539,0.00587564404378354
"MLLT3","L2/L3","E80","V1",1.04157520165876,0.00599110277583047
"MCC","L2/L3","E80","V1",4.04564652681905,0.0060101092136022
"SORL1","L2/L3","E80","V1",2.10540607451055,0.00601667748903456
"MID1","L2/L3","E80","V1",1.2356506106425,0.00620779323924914
"REC8","L2/L3","E80","V1",1.50382094508471,0.0064118405944277
"SEMA7A","L2/L3","E80","V1",1.0905390480055,0.00660792181213859
"LOC694650","L2/L3","E80","V1",1.50363542208306,0.00700395686981041
"PLXNA4","L2/L3","E80","V1",1.28970866807559,0.00739182549982563
"LOC697794","L2/L3","E80","V1",1.95308966297737,0.00748444341542564
"NXPH2","L2/L3","E80","V1",1.81994964191685,0.00760814887808743
"GDF10","L2/L3","E80","V1",1.69032735786983,0.00776696392644592
"TES","L2/L3","E80","V1",1.03203482624347,0.0077972783661862
"ZNF217","L2/L3","E80","V1",2.40149707136243,0.00790748756383476
"HIST1H2AC","L2/L3","E80","V1",1.67541563065544,0.00790792326824215
"LOC100423211","L2/L3","E80","V1",1.23442561900896,0.00800025772361923
"MPP6","L2/L3","E80","V1",1.86260417120646,0.00811992884552576
"LOC696896","L2/L3","E80","V1",1.30616986084676,0.0082060468933409
"LRRTM4","L2/L3","E80","V1",2.70797274753985,0.00847098874709394
"RYR2","L2/L3","E80","V1",1.99353502133063,0.0089486546484818
"CD80","L2/L3","E80","V1",1.20144600921892,0.00896783086568947
"LOC100425608","L2/L3","E80","V1",1.07514555438104,0.00900977679645829
"FOXN3","L2/L3","E80","V1",1.33932868510156,0.00917853958267873
"CNTN2","L2/L3","E80","V1",2.04097700046214,0.009597708930133
"LOC708263","L2/L3","E80","V1",2.92234159706575,0.00966233452637119
"B3GALT2","L2/L3","E80","V1",2.00603224089958,0.00970859115256772
"SLC7A11","L2/L3","E80","V1",1.76801515293856,0.00977429187116422
"PDLIM5","L2/L3","E80","V1",1.1770021038576,0.00986860840769371
"NREP","L2/L3","E80","V1",2.62479499999914,0.0101013254464958
"SLC22A23","L2/L3","E80","V1",1.32491095584838,0.0102559421237879
"EIF3M","L2/L3","E80","V1",1.2061833336804,0.0104542901310773
"AMMECR1","L2/L3","E80","V1",1.82686326581093,0.0104671462452689
"LOC716031","L2/L3","E80","V1",1.69350175497273,0.0105394707675831
"TSHZ2","L2/L3","E80","V1",1.46425718671666,0.0110474257742229
"NCOA3","L2/L3","E80","V1",1.37201617678176,0.0113960160462363
"LOC718015","L2/L3","E80","V1",1.5065961724076,0.0120895909821147
"RAVER2","L2/L3","E80","V1",1.13793942526815,0.0122962395161677
"BACH2","L2/L3","E80","V1",1.73021915040351,0.0123182281721707
"FAM3C","L2/L3","E80","V1",1.9175569890189,0.0123753728798828
"LOC718705","L2/L3","E80","V1",1.26405433085968,0.0124208918998716
"LOC694524","L2/L3","E80","V1",1.6110054060692,0.0126570472390938
"AKAP12","L2/L3","E80","V1",3.03295596109988,0.0129237289565277
"FZD7","L2/L3","E80","V1",1.6635220033626,0.0134948709376812
"EPHA3","L2/L3","E80","V1",1.9385253566273,0.0138969493162734
"GABRA2","L2/L3","E80","V1",2.38193962056664,0.0140341176957667
"LOC708998","L2/L3","E80","V1",1.40323019213757,0.0142033801320239
"FRMD5","L2/L3","E80","V1",1.76943836739687,0.0142635279725448
"JHDM1D","L2/L3","E80","V1",1.51048507550377,0.0143743090078573
"NPY","L2/L3","E80","V1",1.9765498493596,0.0145604888380188
"FRMD4B","L2/L3","E80","V1",1.2251223302316,0.0147725083044806
"TGIF2","L2/L3","E80","V1",1.32386427340574,0.0148907266373957
"RSAD1","L2/L3","E80","V1",1.00073093853643,0.0149457816576517
"ACTL6A","L2/L3","E80","V1",1.36792092707872,0.0150420303518652
"LOC706617","L2/L3","E80","V1",1.07634745956732,0.0150838939112828
"LOC712795","L2/L3","E80","V1",1.05755856144215,0.0154353116962301
"LOC100423442","L2/L3","E80","V1",1.54190098154827,0.0154441448855858
"ACTN2","L2/L3","E80","V1",1.6581890167161,0.016411074332503
"LOC100424862","L2/L3","E80","V1",2.27862610934689,0.0167867624478133
"EDIL3","L2/L3","E80","V1",1.37034270782324,0.0168296327094359
"ST6GALNAC5","L2/L3","E80","V1",1.50655644564318,0.017084846523895
"ESRRG","L2/L3","E80","V1",2.00125369818107,0.0173429812890434
"NXT2","L2/L3","E80","V1",2.06407444563246,0.0176469422215417
"ZFY","L2/L3","E80","V1",1.21542328043458,0.0177597854714982
"RNF125","L2/L3","E80","V1",1.4152942311684,0.01824492212126
"LIN7A","L2/L3","E80","V1",1.58807545504002,0.0184109534349314
"SORCS3","L2/L3","E80","V1",2.82694810741992,0.0188909911760256
"SLC17A6","L2/L3","E80","V1",3.24556572404847,0.0191266073981654
"LOC695100","L2/L3","E80","V1",1.57182144117689,0.0197902311308477
"ROCK1","L2/L3","E80","V1",1.65007617304071,0.0198837232932932
"EPB41L4A","L2/L3","E80","V1",1.28776010511208,0.0200269794653839
"KLF9","L2/L3","E80","V1",1.44182166703721,0.0212806900531554
"LOC716059","L2/L3","E80","V1",1.54970239160989,0.0215614525363719
"NTRK2","L2/L3","E80","V1",1.35740725797125,0.021708197453937
"FMNL2","L2/L3","E80","V1",1.58696743432064,0.0217953882722018
"HNMT","L2/L3","E80","V1",2.02383953693438,0.0220408926391518
"ANTXR2","L2/L3","E80","V1",1.28439349239248,0.0225527927561481
"SNX18","L2/L3","E80","V1",1.12192425303805,0.0228815984978063
"REST","L2/L3","E80","V1",1.09978012168851,0.0229847038613292
"SSX2IP","L2/L3","E80","V1",1.99041881832275,0.0232612202220952
"LOC715145","L2/L3","E80","V1",2.0579943891273,0.023383161585645
"LOC701364","L2/L3","E80","V1",1.34445770922613,0.0234046983964177
"DENND4A","L2/L3","E80","V1",1.00383415211536,0.0238015765835681
"KLHL13","L2/L3","E80","V1",1.54625215665812,0.0245340495229725
"HBP1","L2/L3","E80","V1",1.45884097596779,0.0245490906575565
"ADAMTS9","L2/L3","E80","V1",1.57977008141773,0.0246091793222952
"E2F7","L2/L3","E80","V1",1.32005062678934,0.0254108813529044
"ST6GALNAC3","L2/L3","E80","V1",1.47669883751929,0.0262019768962999
"CHMP2B","L2/L3","E80","V1",1.98345767313914,0.0266898538357446
"LOC703104","L2/L3","E80","V1",1.21001920138391,0.027061200186247
